1,759890      37,302100     0,259542    3.3073    49,783400     19,737500    23,357100    4.34
1,759890      37,302100     0,259542    29.1405    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    20.5988    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    24.9737    49,783400     19,737500    23,357100    3.07
1,759890      37,302100     0,259542    21.0149    49,783400     19,737500    23,357100    0.929999
1,759890      37,302100     0,259542    16.8481    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    26.014    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    17.4723    49,783400     19,737500    23,357100    0.15
1,759890      37,302100     0,259542    0.596993    49,783400     19,737500    23,357100    7.37007
1,759890      37,302100     0,259542    18.0965    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    18.3046    49,783400     19,737500    23,357100    5.23002
1,759890      37,302100     0,259542    2.05351    49,783400     19,737500    23,357100    152.955
1,759890      37,302100     0,259542    23.5118    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    14.9701    49,783400     19,737500    23,357100    0.09
1,759890      37,302100     0,259542    27.8867    49,783400     19,737500    23,357100    23.5104
1,759890      37,302100     0,259542    2.67773    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    15.5943    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    7.46876    49,783400     19,737500    23,357100    12.4302
1,759890      37,302100     0,259542    11.8436    49,783400     19,737500    23,357100    7.91009
1,759890      37,302100     0,259542    3.30194    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    21.0096    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    12.4679    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    17.0508    49,783400     19,737500    23,357100    22.3004
1,759890      37,302100     0,259542    0.175496    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    4.75846    49,783400     19,737500    23,357100    1.2
1,759890      37,302100     0,259542    17.8831    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    9.34142    49,783400     19,737500    23,357100    0.13
1,759890      37,302100     0,259542    27.049    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    9.96564    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    1.42393    49,783400     19,737500    23,357100    0.83
1,759890      37,302100     0,259542    14.3405    49,783400     19,737500    23,357100    64.5354
1,759890      37,302100     0,259542    6.21497    49,783400     19,737500    23,357100    0.17
1,759890      37,302100     0,259542    27.6733    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    2.04815    49,783400     19,737500    23,357100    0.09
1,759890      37,302100     0,259542    23.9226    49,783400     19,737500    23,357100    8.4601
1,759890      37,302100     0,259542    15.3809    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    6.83919    49,783400     19,737500    23,357100    0.09
1,759890      37,302100     0,259542    24.5468    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    7.46341    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    28.9217    49,783400     19,737500    23,357100    0.17
1,759890      37,302100     0,259542    3.50467    49,783400     19,737500    23,357100    0.46
1,759890      37,302100     0,259542    3.71274    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    25.171    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    21.2123    49,783400     19,737500    23,357100    3.27
1,759890      37,302100     0,259542    4.33696    49,783400     19,737500    23,357100    0.11
1,759890      37,302100     0,259542    22.0446    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    26.4195    49,783400     19,737500    23,357100    0.11
1,759890      37,302100     0,259542    0.794364    49,783400     19,737500    23,357100    4.31
1,759890      37,302100     0,259542    26.8356    49,783400     19,737500    23,357100    0.02
1,759890      37,302100     0,259542    1.21051    49,783400     19,737500    23,357100    0.09
1,759890      37,302100     0,259542    1.83473    49,783400     19,737500    23,357100    0.15
1,759890      37,302100     0,259542    2.25088    49,783400     19,737500    23,357100    71.5869
1,759890      37,302100     0,259542    28.0841    49,783400     19,737500    23,357100    1.73
1,759890      37,302100     0,259542    19.5424    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    23.9172    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    19.9585    49,783400     19,737500    23,357100    4.96002
1,759890      37,302100     0,259542    28.7083    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    7.66613    49,783400     19,737500    23,357100    3.81
1,759890      37,302100     0,259542    7.8742    49,783400     19,737500    23,357100    0.13
1,759890      37,302100     0,259542    29.3325    49,783400     19,737500    23,357100    0.37
1,759890      37,302100     0,259542    20.7908    49,783400     19,737500    23,357100    3.81
1,759890      37,302100     0,259542    17.0401    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    8.49842    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    17.2482    49,783400     19,737500    23,357100    3.86
1,759890      37,302100     0,259542    26.2061    49,783400     19,737500    23,357100    0.21
1,759890      37,302100     0,259542    0.997086    49,783400     19,737500    23,357100    48.5579
1,759890      37,302100     0,259542    5.37197    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    18.2886    49,783400     19,737500    23,357100    0.41
1,759890      37,302100     0,259542    14.5379    49,783400     19,737500    23,357100    14.1702
1,759890      37,302100     0,259542    5.99619    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    6.41234    49,783400     19,737500    23,357100    8.3301
1,759890      37,302100     0,259542    24.12    49,783400     19,737500    23,357100    3.89
1,759890      37,302100     0,259542    2.86975    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    15.7863    49,783400     19,737500    23,357100    0.33
1,759890      37,302100     0,259542    20.5774    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    3.49396    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    3.70204    49,783400     19,737500    23,357100    14.2402
1,759890      37,302100     0,259542    29.7433    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    8.90922    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    0.367516    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    4.7424    49,783400     19,737500    23,357100    1.77
1,759890      37,302100     0,259542    5.15855    49,783400     19,737500    23,357100    2.31
1,759890      37,302100     0,259542    0.991735    49,783400     19,737500    23,357100    3.16
1,759890      37,302100     0,259542    27.2411    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    10.5738    49,783400     19,737500    23,357100    5.62003
1,759890      37,302100     0,259542    6.40699    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    27.8653    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    2.24017    49,783400     19,737500    23,357100    0.35
1,759890      37,302100     0,259542    2.44825    49,783400     19,737500    23,357100    38.7895
1,759890      37,302100     0,259542    15.5729    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    20.1559    49,783400     19,737500    23,357100    14.7002
1,759890      37,302100     0,259542    24.7388    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    25.3631    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    13.0707    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    17.4456    49,783400     19,737500    23,357100    0.68
1,759890      37,302100     0,259542    9.32001    49,783400     19,737500    23,357100    24.6805
1,759890      37,302100     0,259542    22.2366    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    1.19446    49,783400     19,737500    23,357100    30.3906
1,759890      37,302100     0,259542    27.0276    49,783400     19,737500    23,357100    5.45003
1,759890      37,302100     0,259542    22.8608    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    14.3191    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    10.5685    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    6.60971    49,783400     19,737500    23,357100    3.27
1,759890      37,302100     0,259542    19.7344    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    11.1927    49,783400     19,737500    23,357100    0.17
1,759890      37,302100     0,259542    11.8169    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    3.89941    49,783400     19,737500    23,357100    6.52005
1,759890      37,302100     0,259542    17.2321    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    8.69044    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    13.4815    49,783400     19,737500    23,357100    3.19
1,759890      37,302100     0,259542    9.31466    49,783400     19,737500    23,357100    0.05
1,759890      37,302100     0,259542    5.35592    49,783400     19,737500    23,357100    4.01
1,759890      37,302100     0,259542    14.1057    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    23.0635    49,783400     19,737500    23,357100    17.3803
1,759890      37,302100     0,259542    14.7299    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    6.18821    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    2.43755    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    2.64562    49,783400     19,737500    23,357100    10.2001
1,759890      37,302100     0,259542    11.6035    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    3.06176    49,783400     19,737500    23,357100    0.21
1,759890      37,302100     0,259542    20.3532    49,783400     19,737500    23,357100    5.91004
1,759890      37,302100     0,259542    20.7694    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    3.68598    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    21.3936    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    9.10124    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    0.559535    49,783400     19,737500    23,357100    0.13
1,759890      37,302100     0,259542    9.51739    49,783400     19,737500    23,357100    15.0802
1,759890      37,302100     0,259542    18.2672    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    1.18376    49,783400     19,737500    23,357100    0.07
1,759890      37,302100     0,259542    1.39183    49,783400     19,737500    23,357100    9.99013
1,759890      37,302100     0,259542    27.4331    49,783400     19,737500    23,357100    0.27
1,759890      37,302100     0,259542    18.8914    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    6.59901    49,783400     19,737500    23,357100    0.03
1,759890      37,302100     0,259542    28.0573    49,783400     19,737500    23,357100    0.05
