-27.4039      34.909     0.950377    3.3073    34.4068     18.6144    45.1768    4.34
1.01786      2.93073     19.7939    29.1405    71.2174     9.20533    7.38931    0.03
0.657983      4.93615     14.5048    20.5988    117.92     16.8531    11.4424    0.07
-9.00065      10.9524     18.6374    24.9737    108.028     19.7963    23.6018    3.07
-21.1961      33.0121     0.457121    21.0149    21.7571     3.92138    14.1861    0.929999
2.18023      1.03375     19.3006    16.8481    58.5677     14.5123    30.3986    0.03
-15.9862      1.1422     13.5183    26.014    92.6206     7.46707    3.46095    0.03
2.62284      3.14763     8.22915    17.4723    139.323     15.1148    7.51407    0.15
3.38396      21.1964     0.627083    0.596993    109.647     3.94443    43.9921    7.37007
-40.3772      5.2615     17.1577    18.0965    70.0788     15.7173    38.6296    0.05
-11.7743      19.2995     0.133826    18.3046    96.9974     9.25143    13.0014    5.23002
-17.762      39.4621     1.46026    2.05351    148.077     18.6835    26.595    152.955
1.39019      1.46755     16.1711    23.5118    44.7794     6.33127    30.6481    0.03
1.03032      3.47297     10.882    14.9701    91.4821     13.979    34.7012    0.09
0.310564      7.48382     0.303788    27.8867    34.8873     9.27448    42.8075    23.5104
-31.9533      1.576     10.3888    2.67773    78.8323     19.286    3.71049    0.05
1.47293      5.58685     19.8105    15.5943    22.2376     14.5815    11.8167    0.05
-5.34631      35.6682     0.473751    7.46876    122.777     9.29753    18.6135    12.4302
-35.9451      1.68445     4.60639    11.8436    112.885     12.2407    30.7729    7.91009
2.6353      3.68987     19.3173    3.30194    9.58791     19.8885    34.826    0.03
3.79766      1.7929     18.824    21.0096    146.938     5.19548    3.83525    0.05
-0.136432      3.79832     13.5349    12.4679    43.6408     12.8432    7.88837    0.07
-2.13232      23.8525     0.643713    17.0508    60.6673     9.32058    48.4196    22.3004
-43.9286      1.90135     13.0416    0.175496    30.9911     18.1502    30.8976    0.05
-45.9245      21.9556     0.150456    4.75846    48.0176     14.6276    17.4288    1.2
-37.7208      0.00437681     12.5484    17.8831    18.3414     3.45721    53.9069    0.03
1.40265      2.0098     7.25927    9.34142    65.0441     11.105    3.96002    0.13
2.56501      0.112826     6.76601    27.049    52.3943     16.4119    26.9693    0.03
1.84526      4.12367     16.1878    9.96564    145.8     11.7074    35.0755    0.07
-22.3113      6.12909     10.8987    1.42393    42.5023     19.3552    39.1286    0.83
0.765637      10.1399     0.320418    14.3405    135.908     14.6506    47.2349    64.5354
-45.7043      0.221276     0.983637    6.21497    86.4473     9.36668    0.031668    0.17
3.00763      2.2267     15.6945    27.6733    133.15     17.0144    4.08479    0.03
1.928      8.24297     19.8272    2.04815    123.258     19.9576    16.2441    0.09
-39.4965      38.3243     0.490381    23.9226    73.7975     14.6737    23.0409    8.4601
0.169997      0.329726     15.2013    15.3809    120.5     2.32142    27.0941    0.03
-9.89568      2.33515     9.91214    6.83919    17.2028     9.96916    31.1472    0.09
-3.68786      0.438175     9.41889    24.5468    4.55311     15.2762    0.156435    0.03
-24.087      4.44902     18.8406    7.46341    97.9584     10.5716    8.26267    0.07
-34.2866      6.45444     13.5515    28.9217    144.661     18.2194    12.3158    0.17
-36.2825      26.5087     0.660343    3.50467    11.6875     14.6967    52.847    0.46
1.77498      0.546625     3.63651    3.71274    38.606     8.23089    27.2188    0.07
-17.8792      2.55205     18.3474    25.171    85.3087     15.8786    31.2719    0.03
-30.0747      24.6117     0.167086    21.2123    149.038     0.00373256    21.8562    3.27
2.2176      2.6605     12.565    4.33696    119.362     8.83336    4.33432    0.11
3.37996      0.763524     12.0718    22.0446    106.712     14.1404    27.3436    0.03
2.30034      6.77979     16.2044    26.4195    96.8198     17.0836    39.5029    0.11
1.22071      12.7961     0.337048    0.794364    86.9278     0.0267829    51.6623    4.31
-39.0562      34.8557     2.15674    26.8356    0.656885     4.15189    42.2466    0.02
-19.6549      0.871973     6.28939    1.21051    140.765     7.0951    0.405969    0.09
-33.8463      2.98585     15.2179    1.83473    71.5204     7.69757    31.5215    0.15
-26.6405      31.0618     1.17023    2.25088    125.357     14.7659    34.2651    71.5869
2.14731      39.0835     0.0137541    28.0841    12.168     5.35683    50.4776    1.73
-27.6385      1.08887     14.7246    19.5424    58.8707     13.0046    0.530735    0.03
-8.23722      7.10514     18.8573    23.9172    48.9786     15.9478    12.6901    0.07
-20.4327      29.1648     0.676973    19.9585    112.708     0.0728837    3.2744    4.96002
2.58993      1.19732     8.94226    28.7083    92.9236     5.9593    27.5931    0.07
-14.2249      27.2678     0.183716    7.66613    100.058     5.37988    26.2837    3.81
-35.622      1.30577     3.15988    7.8742    126.977     18.914    0.655502    0.13
