3.49562      0.85414     0.749902    0.192743    43.5233     2.02056    42.4332    84.1096
-4.48093      1.10482     0.485446    1.6233    9.09081     3.35892    46.4863    18.1803
2.77587      1.3555     0.22099    1.05385    24.6584     1.19727    50.5394    2.8
1.69624      2.10753     0.427622    1.34551    21.361     1.71233    8.69876    7.98009
-4.58072      2.35821     0.163166    0.776062    36.9286     3.05069    12.7519    6.76006
-0.600683      2.60888     0.89871    0.206615    2.4961     0.88904    16.805    0.69
0.616613      2.85956     0.634254    1.63717    18.0637     2.22739    20.8581    16.0003
-2.6406      3.11024     0.369799    1.06772    33.6312     0.0657477    24.9112    2.36
3.89686      3.36092     0.105343    0.498274    49.1987     1.4041    28.9644    3.81
-0.700477      3.86227     0.576431    1.35938    30.3338     0.580809    37.0706    4.53001
2.81724      4.11295     0.311975    0.789933    45.9014     1.91916    41.1237    4.64001
-2.74039      4.36363     0.0475188    0.220486    11.4689     3.25752    45.1768    1.18
-3.76035      4.61431     0.783063    1.65104    27.0365     1.09587    49.2299    65.9557
1.73761      4.86498     0.518607    1.08159    42.604     2.43423    53.2831    5.44003
-0.800271      0.115663     0.254151    0.512146    8.17159     0.272579    3.33619    5.07002
-3.86015      0.867696     0.460783    0.803805    4.87424     0.787641    15.4955    3.9
3.93823      1.11837     0.196327    0.234358    20.4418     2.12599    19.5487    5.80004
-1.92002      1.61973     0.667415    1.09546    1.57688     1.3027    27.6549    6.89006
2.85861      1.87041     0.402959    0.526017    17.1444     2.64106    31.708    10.4901
-3.95994      2.12109     0.138504    1.95657    32.712     0.479411    35.7611    2.43
1.77898      2.62244     0.609592    0.817676    13.8471     3.15612    43.8674    14.2302
-2.01982      2.87312     0.345136    0.24823    29.4146     0.994473    47.9205    2.59
1.05923      3.1238     0.0806798    1.67878    44.9822     2.33283    51.9736    3.32
-4.05974      3.37447     0.816224    1.10934    10.5497     0.17118    2.02674    2.16
-0.0796946      3.62515     0.551768    0.539889    26.1173     1.50953    6.07985    5.79004
3.9796      3.87583     0.287312    1.97044    41.6848     2.84789    10.133    9.03011
-2.11961      4.12651     0.022856    1.40099    7.25237     0.686242    14.1861    0.979999
3.25985      4.37719     0.7584    0.831548    22.8199     2.0246    18.2392    8.5101
2.89998      4.62786     0.493944    0.262101    38.3875     3.36295    22.2923    6.43005
-0.179489      4.87854     0.229488    1.69265    3.95502     1.2013    26.3454    1.01
-3.23937      0.630575     0.43612    1.98431    0.657664     1.71637    38.5048    1.37
1.1006      0.881253     0.171664    1.41487    16.2252     3.05472    42.5579    9.78013
0.380848      1.38261     0.642753    0.275973    47.3603     2.23143    50.6642    92.7014
0.0209726      1.63329     0.378297    1.70653    12.9279     0.0697815    0.717284    1.94
-3.33916      1.88396     0.113841    1.13708    28.4954     1.40814    4.7704    2.56
3.30122      2.13464     0.849385    0.567632    44.063     2.74649    8.82352    85.2898
-0.379077      2.38532     0.584929    1.99818    9.63051     0.584843    12.8766    3.41
-1.39904      2.636     0.320473    1.42874    25.1981     1.9232    16.9298    4.39001
2.2216      2.88668     0.056017    0.859291    40.7656     3.26155    20.9829    2.82
-3.43895      3.13735     0.791561    0.289844    6.33315     1.09991    25.036    4.09
1.50184      3.38803     0.527105    1.7204    21.9007     2.43826    29.0891    9.77013
1.14197      3.63871     0.262649    1.15095    37.4683     0.276613    33.1422    2.91
-1.49883      3.88939     0.998193    0.581503    3.0358     1.61497    37.1954    5.03002
0.422218      4.14006     0.733737    0.0120565    18.6033     2.95332    41.2485    10.5701
-3.53875      4.39074     0.469281    1.44261    34.1709     0.791675    45.3016    2.15
-4.55871      4.64142     0.204825    0.873163    49.7384     2.13003    49.3547    3.31
3.34259      4.8921     0.940369    0.303716    15.306     3.46838    53.4078    5.17002
2.62284      0.393453     0.411458    1.16482    46.4411     2.64509    7.51407    409.018
2.26297      0.644131     0.147002    0.595375    12.0086     0.483444    11.5672    1.88
-4.6585      0.894809     0.882546    0.025928    27.5762     1.8218    15.6203    26.3505
-1.69842      1.39616     0.353634    0.887034    8.71129     0.998506    23.7265    1.47
-2.71838      1.64684     0.0891779    0.317587    24.2788     2.33686    27.7797    2.68
-4.7583      2.1482     0.560266    1.17869    5.41393     1.51357    35.8859    0.929999
-0.778254      2.39888     0.29581    0.609246    20.9815     2.85192    39.939    7.64008
3.38396      2.64955     0.0313541    0.0397995    36.549     0.690276    43.9921    2.94
-2.81817      2.90023     0.766898    1.47035    2.11658     2.02863    48.0453    0.83
2.66421      3.15091     0.502442    0.900906    17.6841     3.36698    52.0984    4.29
-4.85809      3.40159     0.237986    0.331459    33.2517     1.20534    2.1515    2.92
1.58459      3.90294     0.709074    1.19256    14.3868     0.382046    10.2577    3.53
-2.91797      4.15362     0.444618    0.623118    29.9543     1.7204    14.3109    3.27
-3.93792      4.4043     0.180163    0.0536711    45.5219     3.05875    18.364    4.63001
0.504959      4.65498     0.915707    1.48422    11.0894     0.897107    22.4171    3.51
-0.977842      4.90565     0.651251    0.914777    26.657     2.23546    26.4702    8.96011
3.78521      0.156332     0.386795    0.34533    42.2245     0.0738153    30.5233    5.44003
-3.01776      0.407009     0.122339    1.77588    7.79207     1.41217    34.5765    2.44
2.70558      0.908365     0.593427    0.63699    38.9272     0.588877    42.6827    32.0106
-1.07764      1.15904     0.328971    0.0675426    4.49471     1.92723    46.7358    7.10007
-2.0976      1.40972     0.0645151    1.4981    20.0623     3.26558    50.7889    1.49
-4.13751      1.91108     0.535603    0.359202    1.19736     2.44229    4.89517    0.69
0.906204      2.16175     0.271147    1.78975    16.7649     0.280647    8.94829    2.05
-1.17743      2.41243     0.00669131    1.22031    32.3325     1.619    13.0014    2.57
-2.19739      2.66311     0.742235    0.650861    47.9     2.95735    17.0545    28.3006
3.82658      2.91379     0.477779    0.0814142    13.4676     0.795709    21.1076    2.4
-4.23731      3.16447     0.213324    1.51197    29.0351     2.13406    25.1608    2.51
-0.257266      3.41514     0.948868    0.94252    44.6027     3.47242    29.2139    64.5154
2.74695      3.66582     0.684412    0.373073    10.1702     1.31077    33.267    3.8
-2.29718      3.9165     0.419956    1.80363    25.7378     2.64912    37.3201    5.39003
2.0272      4.16718     0.1555    1.23418    41.3053     0.487478    41.3732    2.86
1.66733      4.41785     0.891044    0.664733    6.87285     1.82583    45.4264    5.13002
-0.35706      4.66853     0.626588    0.0952857    22.4404     3.16419    49.4795    6.42005
0.947575      4.91921     0.362132    1.52584    38.0079     1.00254    53.5326    5.73004
-2.39698      0.169888     0.097676    0.956392    3.57549     2.34089    3.58572    2.01
-0.456854      0.921921     0.304308    1.24805    0.278141     2.85596    15.7451    0.63
3.1482      1.1726     0.0398522    0.678604    15.8457     0.69431    19.7982    2.41
2.78832      1.42328     0.775396    0.109157    31.4132     2.03266    23.8513    16.5103
-3.51673      1.67395     0.51094    1.53971    46.9808     3.37102    27.9044    38.0096
2.06857      1.92463     0.246484    0.970263    12.5483     1.20937    31.9576    2.27
-0.556648      2.17531     0.982028    0.400817    28.1159     2.54773    36.0107    16.1903
0.988945      2.67667     0.453117    1.26192    9.25098     1.72443    44.1169    1.64
