0,280382      34.909     13,549800    10,157000    57,242000     12,287800    35,083900    4.34
0,280382      2.93073     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      4.93615     13,549800    10,157000    57,242000     12,287800    35,083900    0.07
0,280382      10.9524     13,549800    10,157000    57,242000     12,287800    35,083900    3.07
0,280382      33.0121     13,549800    10,157000    57,242000     12,287800    35,083900    0.929999
0,280382      1.03375     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      1.1422     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      3.14763     13,549800    10,157000    57,242000     12,287800    35,083900    0.15
0,280382      21.1964     13,549800    10,157000    57,242000     12,287800    35,083900    7.37007
0,280382      5.2615     13,549800    10,157000    57,242000     12,287800    35,083900    0.05
0,280382      19.2995     13,549800    10,157000    57,242000     12,287800    35,083900    5.23002
0,280382      39.4621     13,549800    10,157000    57,242000     12,287800    35,083900    152.955
0,280382      1.46755     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      3.47297     13,549800    10,157000    57,242000     12,287800    35,083900    0.09
0,280382      7.48382     13,549800    10,157000    57,242000     12,287800    35,083900    23.5104
0,280382      1.576     13,549800    10,157000    57,242000     12,287800    35,083900    0.05
0,280382      5.58685     13,549800    10,157000    57,242000     12,287800    35,083900    0.05
0,280382      35.6682     13,549800    10,157000    57,242000     12,287800    35,083900    12.4302
0,280382      1.68445     13,549800    10,157000    57,242000     12,287800    35,083900    7.91009
0,280382      3.68987     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      1.7929     13,549800    10,157000    57,242000     12,287800    35,083900    0.05
0,280382      3.79832     13,549800    10,157000    57,242000     12,287800    35,083900    0.07
0,280382      23.8525     13,549800    10,157000    57,242000     12,287800    35,083900    22.3004
0,280382      1.90135     13,549800    10,157000    57,242000     12,287800    35,083900    0.05
0,280382      21.9556     13,549800    10,157000    57,242000     12,287800    35,083900    1.2
0,280382      0.00437681     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      2.0098     13,549800    10,157000    57,242000     12,287800    35,083900    0.13
0,280382      0.112826     13,549800    10,157000    57,242000     12,287800    35,083900    0.03
0,280382      4.12367     13,549800    10,157000    57,242000     12,287800    35,083900    0.07
