0,280382      0,994736     13,549800    10,157000    57,242000     18.6144    35,083900    4.34
0,280382      0,994736     13,549800    10,157000    57,242000     9.20533    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     16.8531    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     19.7963    35,083900    3.07
0,280382      0,994736     13,549800    10,157000    57,242000     3.92138    35,083900    0.929999
0,280382      0,994736     13,549800    10,157000    57,242000     14.5123    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     7.46707    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     15.1148    35,083900    0.15
0,280382      0,994736     13,549800    10,157000    57,242000     3.94443    35,083900    7.37007
0,280382      0,994736     13,549800    10,157000    57,242000     15.7173    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     9.25143    35,083900    5.23002
0,280382      0,994736     13,549800    10,157000    57,242000     18.6835    35,083900    152.955
0,280382      0,994736     13,549800    10,157000    57,242000     6.33127    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     13.979    35,083900    0.09
0,280382      0,994736     13,549800    10,157000    57,242000     9.27448    35,083900    23.5104
0,280382      0,994736     13,549800    10,157000    57,242000     19.286    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     14.5815    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     9.29753    35,083900    12.4302
0,280382      0,994736     13,549800    10,157000    57,242000     12.2407    35,083900    7.91009
0,280382      0,994736     13,549800    10,157000    57,242000     19.8885    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     5.19548    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     12.8432    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     9.32058    35,083900    22.3004
0,280382      0,994736     13,549800    10,157000    57,242000     18.1502    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     14.6276    35,083900    1.2
0,280382      0,994736     13,549800    10,157000    57,242000     3.45721    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     11.105    35,083900    0.13
0,280382      0,994736     13,549800    10,157000    57,242000     16.4119    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     11.7074    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     19.3552    35,083900    0.83
0,280382      0,994736     13,549800    10,157000    57,242000     14.6506    35,083900    64.5354
0,280382      0,994736     13,549800    10,157000    57,242000     9.36668    35,083900    0.17
0,280382      0,994736     13,549800    10,157000    57,242000     17.0144    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     19.9576    35,083900    0.09
0,280382      0,994736     13,549800    10,157000    57,242000     14.6737    35,083900    8.4601
0,280382      0,994736     13,549800    10,157000    57,242000     2.32142    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     9.96916    35,083900    0.09
0,280382      0,994736     13,549800    10,157000    57,242000     15.2762    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     10.5716    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     18.2194    35,083900    0.17
0,280382      0,994736     13,549800    10,157000    57,242000     14.6967    35,083900    0.46
0,280382      0,994736     13,549800    10,157000    57,242000     8.23089    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     15.8786    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     0.00373256    35,083900    3.27
0,280382      0,994736     13,549800    10,157000    57,242000     8.83336    35,083900    0.11
0,280382      0,994736     13,549800    10,157000    57,242000     14.1404    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     17.0836    35,083900    0.11
0,280382      0,994736     13,549800    10,157000    57,242000     0.0267829    35,083900    4.31
0,280382      0,994736     13,549800    10,157000    57,242000     4.15189    35,083900    0.02
0,280382      0,994736     13,549800    10,157000    57,242000     7.0951    35,083900    0.09
0,280382      0,994736     13,549800    10,157000    57,242000     7.69757    35,083900    0.15
0,280382      0,994736     13,549800    10,157000    57,242000     14.7659    35,083900    71.5869
0,280382      0,994736     13,549800    10,157000    57,242000     5.35683    35,083900    1.73
0,280382      0,994736     13,549800    10,157000    57,242000     13.0046    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     15.9478    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     0.0728837    35,083900    4.96002
0,280382      0,994736     13,549800    10,157000    57,242000     5.9593    35,083900    0.07
0,280382      0,994736     13,549800    10,157000    57,242000     5.37988    35,083900    3.81
0,280382      0,994736     13,549800    10,157000    57,242000     18.914    35,083900    0.13
0,280382      0,994736     13,549800    10,157000    57,242000     6.56178    35,083900    0.37
0,280382      0,994736     13,549800    10,157000    57,242000     14.2095    35,083900    3.81
0,280382      0,994736     13,549800    10,157000    57,242000     11.8688    35,083900    0.03
0,280382      0,994736     13,549800    10,157000    57,242000     19.5165    35,083900    0.05
0,280382      0,994736     13,549800    10,157000    57,242000     5.40293    35,083900    3.86
0,280382      0,994736     13,549800    10,157000    57,242000     4.82351    35,083900    0.21
0,280382      0,994736     13,549800    10,157000    57,242000     14.835    35,083900    48.5579
0,280382      0,994736     13,549800    10,157000    57,242000     17.7782    35,083900    0.07
